CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
1001021000,Alabama,Autauga,0,2894,1085,0,10,0.0034554,0,0,0,0,0,0,11,56317,1,1,0,0,0,1,0,0,2515.269506,2515.269506,0,785.6971506,785.6971506,0,2894.000009,1.000000003,931.7247304,0.321950494,750.0000033,0.259156877,347.0000019,0.119903249,2223.000009,0.768140984,602.9999959,0.208362127,3.000000156,0.001036628,0,0,18.00000013,0.006219765,46.9999997,0.016240497,39.00000018,0.013476158,21.97894723,0.020257094,184.2964204,0.169858452,2894.000009,1.000000003,931.7247304,0.321950494,750.0000033,0.259156877,347.0000019,0.119903249,2223.000009,0.768140984,602.9999959,0.208362127,3.000000156,0.001036628,0,0,18.00000013,0.006219765,46.9999997,0.016240497,39.00000018,0.013476158,21.97894723,0.020257094,184.2964204,0.169858452,2515.269506,0.869132518,785.6971506,0.271491759,655.7239567,0.226580496,289.1237788,0.099904554,1907.748775,0.659208284,542.3396596,0.187401403,3.000000156,0.001036628,0,0,16.18106605,0.005591246,45.99999973,0.015894955,34.46810787,0.011910196,15.64327488,0.014417765,159.0992736,0.146635275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,750,347,2223,603,3,0,18,47,39,24,204
1001021100,Alabama,Autauga,0,3320,1306,0,33,0.0099398,1,1,0,1,1,1,15.5,44395,1,1,0,0,0,1,0,1,2213.513501,2213.513501,0,1324.157594,1324.157594,0,3320,1,1978.269304,0.595864248,749.9999996,0.225903614,493.0000008,0.148493976,1441,0.434036144,1810,0.545180723,2.00000001,0.00060241,0,0,14.00000005,0.004216867,52.9999998,0.015963855,38.99999976,0.011746988,197.7404358,0.151409216,264.6341838,0.202629543,3320,1,1978.269304,0.595864248,749.9999996,0.225903614,493.0000008,0.148493976,1441,0.434036144,1810,0.545180723,2.00000001,0.00060241,0,0,14.00000005,0.004216867,52.9999998,0.015963855,38.99999976,0.011746988,197.7404358,0.151409216,264.6341838,0.202629543,2213.513501,0.666720934,1324.157594,0.398842649,496.8557706,0.149655353,337.5023815,0.101657344,754.9528967,0.227395451,1415.390799,0.42632253,0,0,0,0,3.524512712,0.0010616,39.64529752,0.011941355,29.92042938,0.009012178,133.3086737,0.102074023,177.570687,0.135965304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061,750,493,1441,1810,2,0,14,53,39,196,262
1003010100,Alabama,Baldwin,0,3804,1510,0,31,0.0081493,0,0,0,0,0,0,15.6,55966,1,1,0,0,0,1,0,0,1578.129456,1578.129456,0,684.5483455,684.5483455,0,3804.000021,1.000000005,1445.051587,0.379876863,917.0000022,0.241062041,605.0000022,0.159043113,2865.00001,0.753154577,826.0000058,0.217139854,5.999999972,0.001577287,0,0,63.99999975,0.016824395,43.00000005,0.011303891,16.00000002,0.004206099,75.95131708,0.050298885,113.4272308,0.075117371,3804.000021,1.000000005,1445.051587,0.379876863,917.0000022,0.241062041,605.0000022,0.159043113,2865.00001,0.753154577,826.0000058,0.217139854,5.999999972,0.001577287,0,0,63.99999975,0.016824395,43.00000005,0.011303891,16.00000002,0.004206099,75.95131708,0.050298885,113.4272308,0.075117371,1578.129456,0.41486053,684.5483455,0.179954875,363.4380162,0.095541014,272.280224,0.071577346,1145.00003,0.300998956,385.6214614,0.101372624,2.406899466,0.000632729,0,0,26.47160292,0.006958886,18.62946098,0.004897335,9.001554952,0.002366339,26.44645454,0.017514208,48.59475954,0.03218196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,917,605,2865,826,6,0,64,43,16,63,96
1003010200,Alabama,Baldwin,0,2902,1111,0,6,0.0020675,0,0,0,0,0,1,28.1,41397,0,0,0,0,0,0,0,0,31.36283808,31.36283808,0,17.60720722,17.60720722,0,2901.999992,0.999999997,1571.931979,0.541671943,754.9999961,0.260165402,377.9999996,0.130254996,2468.99999,0.850792553,281.0000003,0.096829773,10.99999979,0.003790489,0,0,72.99999979,0.025155065,67.99999917,0.023432115,45.99999947,0.015851137,57.34555774,0.051616164,187.859999,0.169090908,2901.999992,0.999999997,1571.931979,0.541671943,754.9999961,0.260165402,377.9999996,0.130254996,2468.99999,0.850792553,281.0000003,0.096829773,10.99999979,0.003790489,0,0,72.99999979,0.025155065,67.99999917,0.023432115,45.99999947,0.015851137,57.34555774,0.051616164,187.859999,0.169090908,31.36283808,0.010807318,17.60720722,0.006067266,5.971431254,0.002057695,6.537916003,0.0022529,30.67867075,0.010571561,0,0,0,0,0,0,0.466606714,0.000160788,0.217560676,7.49692E-05,0,0,0.518804416,0.000466971,2.134644344,0.001921372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,755,378,2469,281,11,0,73,68,46,57,186
1003010300,Alabama,Baldwin,0,7826,2727,0,521,0.066573,0,0,0,0,0,0,8.5,59491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7823.771308,0.99971522,2376.693176,0.303691947,1819.720268,0.232522396,1110.720269,0.141926945,6088.775163,0.778018804,1436.997155,0.183618343,33.99979628,0.004344467,0.99999999,0.000127779,74.99999996,0.00958344,187.9991868,0.024022385,127.9993891,0.016355659,44.24936453,0.01622639,249.4455995,0.091472534,7529.608164,0.962127289,2272.717333,0.290405997,1734.315589,0.221609454,1073.131077,0.137123828,6014.865591,0.768574699,1222.888116,0.156259662,32.42822377,0.004143652,0.99999999,0.000127779,73.17279326,0.009349961,185.253433,0.023671535,125.9336957,0.016091707,40.32086103,0.014785794,239.3723348,0.087778634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,1820,1111,6091,1437,34,1,75,188,128,37,225
1003010400,Alabama,Baldwin,0,4736,1740,0,0,0,0,0,0,0,0,0,16,53594,0,0,0,0,0,0,0,0,360.8338072,360.8338072,0,93.40269025,93.40269025,0,4735.999984,0.999999997,2095.75337,0.442515492,1182.000001,0.249577703,610.0000001,0.128800676,4339.000001,0.916173987,251.9999962,0.053209459,11.00000032,0.002322635,0,0,34.99999983,0.007390203,98.99999944,0.020903716,71,0.014991554,0,0,211.8896217,0.121775645,4710.727409,0.994663727,2083.347231,0.439895953,1171.259775,0.247309919,609.7066677,0.128738739,4335.207878,0.915373285,230.8128767,0.048735827,11.00000032,0.002322635,0,0,34.99999983,0.007390203,98.70666705,0.020841779,71,0.014991554,0,0,210.891591,0.121202064,360.8338072,0.076189571,93.40269025,0.019721852,86.32698657,0.018227827,50.88683227,0.010744686,351.1971646,0.074154807,1.564939105,0.000330435,0,0,0,0,6.506761894,0.001373894,1.564939105,0.000330435,0.564939151,0.000119286,0,0,16.56070173,0.009517645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1182,610,4339,252,11,0,35,99,71,0,203
1003010500,Alabama,Baldwin,1,4815,1798,0,559,0.1160955,0,0,0,0,1,0,18.8,58125,1,1,1,1,1,0,0,1,1892.505129,3503.604222,1892.505129,702.6852063,1369.747458,702.6852063,3503.604222,0.72764366,1369.747458,0.284475069,783.43242,0.162706629,661.0539494,0.13729054,2959.649876,0.614672871,380.7124741,0.079068011,37.79862637,0.007850182,1,0.000207684,50.99999984,0.0105919,73.44325451,0.015253012,51.88815892,0.010776357,130.8871841,0.072795987,176.0973584,0.097940689,1892.505129,0.393043641,702.6852063,0.145936699,421.3869973,0.087515472,396.7804292,0.082405074,1678.779165,0.348656109,111.7623531,0.023211288,21.00000021,0.004361371,0,0,41.4102947,0.008600269,39.55332046,0.008214604,32.8007286,0.006812197,50.00718474,0.027812672,99.59495486,0.055392077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,1009,829,3922,669,60,1,60,103,76,229,230
1003010600,Alabama,Baldwin,1,3325,1186,0,14,0.0042105,1,1,1,1,1,1,28,32255,1,1,1,1,1,0,0,1,1622.204212,2697.030055,1622.204212,706.467985,1554.826198,706.467985,2697.030055,0.811136859,1554.826198,0.467616902,807.0070462,0.242708886,264.0836995,0.079423669,1112.006627,0.334438083,1464.25842,0.440378472,2.999999944,0.000902256,0,0,23.57709697,0.007090856,94.18789451,0.028327186,76.48138873,0.023001921,113.3393189,0.09556435,247.3834836,0.208586411,1622.204212,0.487880966,706.467985,0.212471574,455.9358235,0.137123556,181.5363742,0.054597406,925.5371608,0.278357041,613.3540018,0.184467369,1.999999944,0.000601504,0,0,18.78483849,0.005649575,62.52820161,0.018805474,56.2433845,0.016915304,55.99514156,0.047213441,154.7058161,0.130443353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293,1028,305,1323,1851,3,0,30,118,92,156,311
1003010701,Alabama,Baldwin,1,7882,3054,0,7,0.0008881,0,0,0,0,0,0,4.8,94167,1,1,1,1,1,0,0,0,3607.361347,6401.943364,3607.361347,786.0601058,1228.449449,786.0601058,6401.943364,0.812223213,1228.449449,0.155855043,1712.134306,0.217220795,839.8950538,0.106558621,6012.38435,0.762799334,194.8724544,0.024723732,83.11965103,0.010545503,13.99899715,0.001776072,24.55032696,0.003114733,73.01759625,0.009263841,128.6772447,0.016325456,16.63007803,0.005445343,117.772137,0.038563241,3607.361347,0.457670813,786.0601058,0.099728509,1027.276559,0.130331966,406.8429529,0.051616716,3390.732555,0.430186825,114.5065529,0.014527601,35.2217866,0.004468636,10.81123493,0.001371636,13.76936299,0.001746938,42.31986249,0.005369178,74.089257,0.009399804,7.214931333,0.002362453,64.64572714,0.02116756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,1989,1347,7426,222,99,14,32,89,160,42,153
1003010703,Alabama,Baldwin,0,13166,4878,0,3,0.0002279,0,0,0,0,0,0,3.3,88768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12531.40238,0.951800272,2362.552868,0.179443481,3594.560832,0.273018444,1167.148448,0.088648674,10992.67211,0.834928764,1052.625246,0.079950269,189.632063,0.014403164,1.999999997,0.000151906,45.16747069,0.003430615,249.3055251,0.018935556,333.8982275,0.025360643,58.02472215,0.011895187,138.6211596,0.028417622,10513.17274,0.798509247,1989.591949,0.151115901,3099.978237,0.235453307,896.8923258,0.068121854,9162.310118,0.69590689,964.2543303,0.073238214,160.5405783,0.012193573,1.341072414,0.000101859,30.79791071,0.0023392,193.928762,0.014729513,276.2134472,0.020979299,44.32903076,0.009087542,112.1301419,0.022986909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932,3729,1279,11582,1071,206,2,47,258,343,75,171
1003010704,Alabama,Baldwin,1,5055,1967,0,0,0,0,0,0,0,0,0,2.8,69570,1,1,1,1,1,0,0,0,4850.094031,5031.134727,4850.094031,972.4716041,1008.888694,972.4716041,5031.134727,0.995278878,1008.888694,0.199582333,1166.435644,0.230748891,658.4211455,0.130251463,4510.838044,0.89235174,331.000003,0.065479724,57.29667639,0.011334654,0,0,22.00000021,0.004352127,110.0000006,0.021760633,155.0000001,0.03066271,8.090863809,0.004113301,93.8850224,0.047730057,4850.094031,0.959464695,972.4716041,0.192378161,1126.21173,0.222791638,629.7697215,0.124583526,4345.913691,0.859725755,320.5836867,0.063419127,53.92092176,0.010666849,0,0,21.79819868,0.004312205,107.8775309,0.021340758,144.7220963,0.028629495,7.558091973,0.003842446,90.55187342,0.046035523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,1174,661,4531,331,58,0,22,113,155,7,85
